text,label
이런걸 디씨 이여초갤에 퍼트리면 좋다,비혐오
정권 바뀌면 없어져야 할 게시판 - 청와대 국민청원,비혐오
창보경제하러 보지들 출동!,혐오
뭔 남군들의 부정적인 시선이야? 여군들도 뜨악하지... 트렌스젠더의 인권만 생각하는 편향된 기사 논조 시르네~~~,혐오
진짜 이도저도 아니면 자영업해야됨아드님 뭐하세요 ? 배달해요 or 노가다해요 vs xx점 가게 사장이야,비혐오
강남 20~30평대 오피스텔이 단기로 월120~150에서 좆주작소설,혐오
진짜 몽준성님이 그리운 밤이다,비혐오
성매매 그냥 쓰면 되지 왜 ㅅㅁㅁ 그렇게 쓰냐??,비혐오
두글자 편하노 ㅋㅋㅋ짱깨,혐오
야 거기 누구 담배있으면 한나만 줘라,비혐오
돈 많노 ㅇ ㅂ,비혐오
캬-! 거의 페미계의 세스코네 ㅋㅋㅋ,혐오
지옥에나 가라했음 큰일날뻔했네,비혐오
홍통쥐일체 ㅋㅋㅋㅋㅋㅋ 홍들통들쥐들홍통쥐일체 ㅋㅋㅋㅋㅋㅋ 홍들통들쥐들홍통쥐일체 ㅋㅋㅋㅋㅋㅋ 홍들통들쥐들,혐오
이제 좀 불쌍하다 아무리 총공격 해도 지지율 안 떨어지고.... 오죽 안 먹히니 이러겠어ㅠㅠ,비혐오
똥꼬충새끼들 후장에 휘발유넣고 화형식 해서 패갓 만들어야하노 깔깔깔,혐오
카더라인데 진짠지는 몰겟노,비혐오
질문한 새키 말 ㅈㄴ 어눌하고 병신같네요점도 없이 횡설수설 같은말 계속 반복함ㅋㅋㅋ,혐오
다문화가 싫은건 동남아새끼들이라서 싫은거지 다문화 좋다 이기야 백마 마누라 있으면 좋지 일베충들이 다문화 싫어하는건 정확히는 인종적 이유때문이지,혐오
보지선망 오지네 아주 다뺏어간다익이 이제 지들이 힘들다고 빼액 거리겠노 취직안되는거에다가도 유리천장때문에 힘든 쀼젤라또쟈나 이러겠네ㅋㅋㅋ미친,혐오
이런사람말을왜 뉴스로봐야하나 ? 에이ㅅㅂ,혐오
난 왜 저런 아이디어가 안 떠오를까 나도 편하게 돈 벌고싶다,비혐오
하든 말든 상관 없는데에이즈 걸리고 돈 달라는 소리 하지 말고 자기들끼리만 조용히 했으면 좋겠음.,혐오
응 힐러리 이기는중,비혐오
급식충들은 박멸이답,혐오
순간 자위인줄알고 눌럿내,비혐오
이슬람이 디진거면 경축임,혐오
큰데쓸 일이 거의 없다.,비혐오
무죄받는데 저렇게 많은증거가 필요하다는게 경악스럽다,비혐오
특정 집단을 혐오하는 것은 걸러야지 남성을 혐오하는 페미는 걸러야됨 혐오는 사고를 낳거든.,혐오
"임신하면 생리안하지 ㅡ,,ㅡ;; 근데 구게 뭔상관 이상한일이네 생리안해도 생체학적으로 여자면 여자아냐? 이세상은 참 이상하게 진화하는거같어 ㅡ,,ㅡ;",비혐오
아침부터..,비혐오
같이 즐겼겠지. 페미들이머 그렇지.,혐오
곧 군대가는 게이로서 천안함 사건이 더욱 더 무섭고 실감나게 다가온다,비혐오
그래서 결론은? 잡혔나?,비혐오
소라넷 형님들을 모독하지마라ㅋㅋ,비혐오
우루루몰려가서 쬐끄만놈만 ㅈㄴ패네ㅋㅋㅋㅋㅋ,혐오
"저학력, 저소득, 극우 노인들이 읽는 신문 조선일보!",혐오
그러니 이슬람이 더 위험한거지.아가리만 나불대는 패미가 낫다.,혐오
그냥 전국적으로 집값이 비정상적임냉정하게 말해서부모님한테 증여세제외 한 5억정도 받을 수 없으면 서울에 아파트 사는건 불가능한 시대가 왔다.집없으면 그냥 벼락거지가 된거야.과장이 아니라 이게 현실임.,비혐오
매우 좋은 글이노. 4B를 실천하는 것만으로 충분하지 않다고 느꼈는데,비혐오
控え目に言ってキチガイ,혐오
4대천왕 가입가능,비혐오
막짤 저 손 모양 존나 병신같지 않냐 ㅋㅋㅋ,혐오
고놈 참 탐스럽네 근데 본문이 뭐였노?,비혐오
버퍼링 씨발 좆나 올만이네,혐오
치안조무사님들 팔굽혀펴기 연습이나 하시죠? 뭐 도둑이나 강간범 이런 애들은 여경 앞에서는 달리기 속도가 50% 느려지는 버프 같은 거라도 있나요?,혐오
번역기 : 아직 한국에서 뜯어가야 할 것들이 남아있다,비혐오
인권위 내세워서 폭압정치 하겠다는거지.,비혐오
남녀 성비가 얼마나 안 맞으면 저 지랄을 해도 앱이 굴러가냐,혐오
ㅋㅋㅋ라도사투리 공격적인거보소 여포저리가라네,혐오
고민아닌디,비혐오
마누라가 아니였으면 해고하면 끝낼수있는데 ㅋㅋ,비혐오
뭐 어쩌라고 시발,혐오
우리 아이들을 지켜주세요! 동성애자분들 꼭 탈동성애하셔서 진정한 행복을 누리시기 바랍니다.,혐오
이종인 인터뷰때 정부로부터 보상 언급한걸보면 ㄹㅇ일듯.,비혐오
ㅇㄱㅆㄹㅇ....적어도 어지간히 대가리 좆창난 씹치놈 아니면 대놓고 김치녀란 단어 말하는 병신은 많이 줄음,혐오
나도 동성애 혐오스럽고 남자랑 피부만 닿아도 불쾌한놈인데솔직히 예쁜 트젠이랑은 ㅅㅅ함 해보고싶더라,혐오
장딸장 융븁,비혐오
학생인권 누그를 위한인권인가?,비혐오
해병대는 뭔데 이색기도 민주화,비혐오
ㅋㅋㅋ꿀팁ㄱㅅ,비혐오
찜질방 수건 짱깨 그릇 ㅅㅂ 수십 수백명이 돌려썼을지도 모르는건데 그걸 돈 아낀다고 양심버리고 도둑질까지 해가며 집에다 갖다놓고 싶을까 진짜,혐오
저것도 한남이가? 돼지새끼아니노 재기시켜버리고 싶노,혐오
광주날씨가 어떻게 일등이 되는거냐?,비혐오
막짤 보겸이 직접 쓴 글씨체임? 잘 적노,비혐오
반자이 반자이 이런게 들림,비혐오
모전여전~~~왕재수,혐오
서울이 더더워 대구 시원한편임,비혐오
딸잡이라 살았다,비혐오
광주는 뭐다?,혐오
단순 코딩프로그래밍 언어 배우는건 누구나 배울수 있음 유튜브 강의보면 됨근데 그 이후가 문제임어떤 결과물 내는 과정이 웬만한 인내력아니면 힘듦구글도 다뒤져봐야되고 시행착오가 존나게 많음,비혐오
"백제는 충청도와 서울경기의 역사이고, 전라도는 백제의 점령지일뿐.",혐오
아트네 아트 시발 ㅋㅋㅋㅋㅋㅋㅋ,혐오
이건 저사람 입장도 들어봐야한다요즘 일본 우익 정치권에서 한국에 대한 감정 안좋아서 일부러 보여주기식으로 한국인 청년 하나 성폭행범으로 모는걸수도 있다.,비혐오
이슬람은 악마의 종교다...,혐오
"전라도,조선족=욕",혐오
일본 반도 드립은 뭐노 ㅋㅋ,비혐오
멀티 플레이어올라운드 플레이어,비혐오
와 99퍼 실화냐 ㅋㅋㅋㅋㅋ,비혐오
그럼 남자처럼 일 열심히 해서 온도 올리던가만날 컴으로 톡하고 웹서핑 하느라 바빠서 추운 거지,혐오
전쟁났으면 좋겟다 불구경잼^오^,혐오
일주일3번 3만원씩에 수준나오네ㅋㅋ,비혐오
이 정도면 군면제 해줘라~~~ 국위선양,비혐오
저렇게나 공부를 많이 한다는 한녀들이 왜 무슨 이유로 거의 대부분 미적분을 전혀 못하는 거냐?내가 틀딱이 되도록 이 오랜 세월을 살면서 기벡을 진짜로 이해하고 응용해서 문제를 푸는 한녀를 진심 1번도 본적이 없다,혐오
"이런애들은 기독교 안믿겠지..성경에 동성애는 죄를 짓는거라 했거든..그렇다고 개독을 옹호하는것도 아니고, 동성애자는 더더욱 아니고..그냥...사람들이 말하는 하느님이 저런별종도 사랑으로 감싸는지 아니면 루시퍼를 시켜 영원한 불지옥으로 끌고갈지 궁금해서",혐오
젠더 였을껄,비혐오
외노자>>>>>>>>>>>>>>>>>머한민국여자>>>>머한민국남자,혐오
ㅇㄱㄹㅇ 그나마 서양잦들은 하나를 위해 하나를 양보하는데 한남충들은 그런게 없음. 그냥 무작정 후려치면서 다 손에 쥐려고함 좆팔,혐오
이걸 정밀분석한 너도 신기해.ㅇㅅㅇ;;;,비혐오
먹사는 어딜가나 문제군...,혐오
맞노 페멘 봊나 활약하노 ㅋ,비혐오
좌익 정권 등에 업고 전라도 많이 컸네 대구 건설사 우방 청구 다 망하게 하고 지들이 처먹은 결과,혐오
1번은 칭찬받아 마땅한데 2번은 좀....,비혐오
아프리카사람들중에 성공한 엘론머스크 ㄷㄷ합니다 세계재산2위,혐오
여긴 기본이 70찍지않음?,비혐오
아아 예 제성합니당,비혐오
원래 두번 연속 비례대표 안된다,비혐오
게이라는 좋은 말 냅두고 왜,비혐오
그 따위 말도 안되는 법이 통과 될 일도 없고통과되면 시민들 가만히 있긋나?폭동 일어난다,혐오
액정 두드려 깰뻔했노 조오옷팔,혐오
결론은 개독빠는글이네 ㅋㅋㅋㅋㅋㅋㅋㅋ,혐오
차금법 이땅에서 없어져!!!!!!이런 법은 최악이다,혐오
생각의 전환을좀 하자 5년 10년동안 전화 안오는 사람들 01x 번호라 전화 안하는거야...바뀌었을거라 생각해서...니네가 뭔저 연락하며 살아라 전화오길 기다리지말고,비혐오
아니 누가 강요했냐고 강요했으면 강간죄로 쳐 집어넣든가ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 지발로 찾아와서 보지팔겠다고 지랄병한걸 왜 ㅋㅋㅋㅋ,혐오
으따 여간부나 이스라엘 여군들은 생리 안한당께?,혐오
노래방 도우미 부르면 노래 알려줌?,비혐오
저영상 몇번을 봐도 어떻게 저게 가능한지아직도 이해불가,비혐오
한강물에 데친 자댕이를 푹푹 찢어서 밥한숟갈 위에 노무딱 올려먹으면 을메나 좋노~,혐오
좆중복 민주화 양심도 없는 놈아....!,혐오
소설이어도 잘썻고 레알이면 진짜 그새낀 고문관 ㅇㅈ,혐오
이슬람 시발것들,혐오
종교는 진짜 불교가 괜찮은거같음,비혐오
급하게 가지 않아도 된다이기야. 지금 필요한 건 초석 마련이고 이게 곧 역사 분석,비혐오
아나씨발ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ좆나웃었다이기이기이기얔ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,혐오
솔직히 틀딱들이 부르짖는 반공 이딴건 좆도관심없는데 페미땜에 민주당씹새끼들이 극혐이다,혐오
근데 유치원안가면 애들이 어떻게 되냐?의무교육도 아니고 안다니는 애들도 있지안냐?,비혐오
뭐 닭만 쳐먹으면 다 헬스게이노,비혐오
바른사고 바른행동,비혐오
일부 여성분들 이래도 남자가 잠재적 살인마입니까.. 성별이 문제가 아니고 그 인간이 문제인거에요,비혐오
ㄱㅈㅎ 남자가 거르게 생김,혐오
양도 중요하지만 질을 따지는련이라 한마리씩 정성스럽게 사시미로 6969번 슥슥 칼집 내주고 염산미스트 뿌려 죽이고 싶^노^,혐오
이게 일상이지,비혐오
형을 늘려도 모자랄 판에...ㅉ,혐오
근데 통계가정확하진 않네,비혐오
하 시발 야간 편돌이할때 생각나네...야간 8시인가 10시인가 교대가서 아침8시까지 근무서다가 편순이오면 교대하고 집오는길 햇빛 ㅆㅅㅌㅊ ㄹㅇ 야간편돌이만의 감성이있지...,혐오
이세상 힘든데 어여 가세요 길터줍니다,혐오
성소수자 웃기는 소리 정의당 니들이 그렇게 위한다면 제 3의 성을 인정 한다면 주민등록제도 부터 바꿔라 남자 여자 그리고 호모 레즈 이렇게 그리고 성소수자 전용 목욕탕 공중화장실 만들어줘라 주둥이로만 위하면 뭐하냐,혐오
한남 좆거지들은 2만원이없노?ㅋㅋㅋㅋ 후장 20번 팔면 된다 이기야!,혐오
시골재래식화장실안 50년묵은 똥오줌하고 후쿠시마원전바닥에 있는 핵폐기물 섞여있는 모양새네 진짜 더럽고 추하다,혐오
기혼자협횤ㅋㅋㅋㅋㅋㅋ,비혐오
개도 처음부터 잘 맞나보네 ㅋㅋㅋ 그냥 편하게 살지 ㅋㅋ근데 집으로 돌아가면 돈까스 탕수육 제육 생각나서 어쩌냐,비혐오
암도 생명이다 치료를 중단하라,비혐오
가본 적도 없는 새끼가 왜 지가 가본 거처럼 아닌데 거리고 빼액거리노 ㅋㅋㅋ 누가 한남충 아니랄까봐 이성적이지 못하다익이,혐오
또또또 일베 대법관님들 판결하시네.걍 조용히 팝콘이나 돌리고 있어라,비혐오
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,비혐오
이런 와중에 예배 참석하는 사람들은 뭐지? 우리나라는 사이비 단체 종교가 문제다! 민폐여~~코로나19 로 다들 제정신이 아닌듯?,혐오
나 한국 이슬람사원 갔는데 존나많더라 시발 더 좇같은건 한국년이 히잡쓰고 있더라 삼겹살 구워서 아가리에 처넣어뿔라,혐오
나년도 더 쿵쾅댈 수 있게 노오력 해야겠노,비혐오
"요즘 전부 하이패스로 바뀌고 있는데, 수납업무만 고집할수 없지않나.. 인타까운 일이지만 어쩔수없다고 생각되네.",비혐오
로마에 가면 로마법을 따르라고 했는 데..참..어이없다..,비혐오
목사님 그 사진 10만원에 볼수있다면 저에겐 이득이네요^^,비혐오
생리를 평생 한다니...일찍 죽나보네ㅠㅠ시한부인가ㅋㅋ,혐오
왜 그리 전라도에 그리 지역 감정이 심한지 모르겠습니다. 이 좁은 나라에서. 마치 영등포파 마포파 종로파 나누는 것 같아서 안타깝네요-_-,비혐오
개독이 까이니까 불교는 뭐 씨발 잘하는줄아나개씨팔 중년놈새끼들진짜 머가리 터트려 죽이고싶을때 존나많음,혐오
세금내고 정직하게 전별금 받지? 탈세범으로 전락하셨네. 국세청 소망교회 세무조사해라,혐오
박정희 가카가 한건 쿠데타가 아니라 의거다~!!!!!!!!!!,비혐오
여태 살아온중에 최대박 사이다발언....니글니글했던 속이 뻥 뚤리네요~~꺼억..감사합니당,비혐오
아싸 김치녀들 다죽어라~~!!,혐오
홍콩 가봤는데 TST는 중국이고 센트럴은 다른나라 같다는 느낌을 받음,비혐오
전라도 시발 다 불태웠으면,혐오
당연한거 아니냐? 학교측이 생각이 짧은거지.,비혐오
김영삼 정부때부터 여야 가릴 거 없이 외노자나 외국인 정책에 실패한 결과지 우리 나라에 도움이 될 사람들이 아니고 죄다 도움 안 되는 단순 노동자들임,혐오
유니클로에 중국산 많더라 ㅅㅂ,혐오
나도 저런비율인데 슬프노,비혐오
그럼 자기는 아들만 먹여살린다고 하면 끝이네 ㅋㅋㅋ 딸들이 알아서 아빠한테 메달리지,비혐오
