text,label
재주는 곰이 부리고 돈은 때놈이 번다드니 때놈이 바이러스 만들었는데 돈은 제약사가 다벌어먹구만 천문학적으로 빌어처먹을,혐오
이건잘햇네,비혐오
바이스벌싸 진짜 천재같은데,비혐오
편집한새끼 진짜 죽여버리고싶네,혐오
릴보이가 개성있게 랩하면 마미손 아님??,비혐오
후리스 1년만 입어도 때타고 보풀 오지는데,비혐오
내가 챙녀라고 생각하는 새끼 개추좀 ,혐오
모든 암을 퇴치시키는 약을 개발한다면 노벨상은 물론 인류최고의 선물이 될 것임.,비혐오
산업은행 채귄단은 그저 돈만 보고 기업은 안중에도 없음..은행다운 마인드로 철저히 계산적으로 기업을봄..결론은 기업살리라고 있는 산업은행이 기업 제데로 살린적없고지네들 이익만 추구함..이동걸 이사람  한진해운 죽일때 죽창들고 앞장선 분입니다..하나죽여놓고 기존 정부에서 겨우살릴때 가장 불만표시 많이한 분이고요..얼마전hmm  늙은기업이라 대놓고 말씀하시던게 생각나네요..,비혐오
 지속력도 좋고 가격대비 좋아요 여러 개 구매했어요 개인적으로 틴트보다 립스틱을 좋아해서ㅋㅋ근데 색상는 다른데 케이스색ㅇ 같아서 바를 때마다 다 확인ㅜㅜ,비혐오
못해묵겄네씨벌 ,혐오
고추 큰데 조루인 새끼있냐?,혐오
이번주야 병신들아ㅋ,혐오
정신과는 기록에 안남아요... 걱정말고 다녀오세요,비혐오
진짜 비오나요?,비혐오
시발 ㅈ같네 ㅋㅋ,혐오
세상엔 가슴아픈 병들이 너무 많은 것 같습니다..,비혐오
빙신새기 ,혐오
아니라는데 아니긴 뭐가 아니야 맞잖아.. 정말 인지하지 못하는 거라면 진심으로 심리상담 한 번 받아보세요,비혐오
"개기레기, 아주 백신접종 하지말라고 악질 선동하는구나.",혐오
쇼미 보면서 존나 지루하던데 이제 랩이라는게 재미없어,혐오
아니이브금 신태일이잖어,비혐오
미국 연방대법원 트럼프 이길가능성 높아,비혐오
쥴리만 보면 선다  떡껌들은,혐오
"이런 관점이 바깥 세상에서 보는 한국이다. 쓸데없이 너무 일을 많이 하는  나라~ 그런데 주52시간 노동도 적다고 비판하는 매경 , 한경 찌라시들 아닌가? 120시간씩 할수도 있어야 한다는 어느 머저리 후보도 있고.ㅋ",혐오
아ㅋㅋㅋ 우리가딴팀들놀라게해보자구,비혐오
"[N인터뷰]① '부세' 한소희 ""찐따 이태오에게 왜 빠졌냐고요? 잘생겨서",비혐오
코로나 사기극에 속아서 백신쳐맞는 개돼지씨발련들있겠지,혐오
개좆같은어플 오류고처질때가지 삭제,혐오
우리 갤주 아시아프린스 꿈꿨다며,비혐오
"탐욕이 세계 극강이기때문입니다...요 땅덩어리에,요정도 인구에  경제력만큼은  세계 10인데도..민족성 자체가  나눌줄을 모르는  자신만의 극탐욕 집착.  빵이 완벽히 해결된 지금도 돈돈돈 돈만을 위한 교육에  몰빵하는 것만 봐도 모르시나요?? 빵이 완벽하게 해결되었음 다음은  윤리, 정신, 행동등등  고급스러운?? 인간적인  휴머니즘으로 교육이  바뀌어야 하는데  탐욕이 너무 강하기때문에  빵 이외엔 관심이 없는 완벽한 절름발이 국가가 되었지요... 나쁜 헤게모니를 바꾸겟다고 해서 정권 탈취한 문가 일당만 봐도 모르겠습니까??",혐오
좆병신새끼들 디엠하지마 시ㅡ발련아 뭐가 좋다고 헤실거려 ,혐오
가성비 최고에요.~~^.^ 여자 혼자 조립가능하고 크기도 딱 좋아요~~너무 맘에 드는데 별 한개 뺀것은...그레이 바구니에 왜 인지 초록색으로 닦아낸듯한? 이염이 바구니 안쪽 전체에 있더라구요ㅜㅠ어차피 장난감 넣으면 안보일것같아 그냥 사용하렵니다ㅋㅋ,비혐오
젠더스펙트럼에서 걸름 동성애가 교과서까지 장악하지않길. 이런게 노말이라고 후대에 공교육으로 교육시키게 되지않길,비혐오
고스트 체어 고스트 체어 하루 만에 배송왔어요 체어 4ㄱㅐ시켰어요 박스가 너무 커서 좀 놀랐네요 반딱반딱 이뻐요,비혐오
회장님 멋지다!,비혐오
이년은 뭐임?,혐오
대깨문들은 정신병이 확실하다 조국처럼 전가족이 범죄를 저지른것도 아니고 일반인 결혼전 사생활 가지고 조롱하고 인격적인 모멸을 주는게 참 뵨태스럽네,혐오
오조오억 웅앵웅 등등 쓰는 사람 천지삐까리로 널렸는데 이게 왜 논란인지 이해가 안되네요,비혐오
유교적 정서 ᆢ부정적 우려도,비혐오
이 게임 정말 재밌네요~! 요즘 이 게임만 계속 해요~!! 그런데 버그가 아직 꽤 많이 보네요... 개선이 필요해요... 개발자님들 응원합니다~!,비혐오
박승희 개새끼,혐오
아랏시노 요루니~~ 이제라도 개봉하게 된 건 드라마 주군의 태양 덕인가요?생각할 것을 많이 던져주는 좋은 작품이네요.,비혐오
내가 본 최고의 상어물 이거 죠스보다 더 좋은데요.이 영화 희생양이 너무 많네요.근데 깨달은건 상어물은 최대한 어릴때 보는게 제일 전율이 있네요.,비혐오
이거 사람한명 피떡갈비만들고 웃는거같은데씨발 ,혐오
비가 안오는데 온다는건 허위보도 아닌가?,비혐오
너 이새끼 뭐야? 너 인성문제 있어?,혐오
애미시발 ,혐오
이거 품번 알려달라해서 찾아서 보니까,비혐오
앰창 기유우 인기 존나게 많은거 봐라 ,혐오
멘헤라 씹년아 ,혐오
"그래도 백신 맞는게 그나마 증상을 경감 시킴. 델타와 향후 가능한 변이에 효과가 있는 백신이 나오기 전에는 백신,마스크, 거리두기를 계속 해야함.",비혐오
어우 인방이냐 그래도 공중파인데 격떨어진다,비혐오
외국인근로자가 우선이냐? 숙박업종사자는??,비혐오
초선아 떡볶이 먹고싶어 시발 ,혐오
얘네 얼레벌레도 남혐 단어라고 하는 애들임ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 걍 지들이 모르는 단어면 다 남혐이래 주작을 하려면 수준이라도 좀 키워와라,혐오
"의도치 않게 박보검한테 마음 다 뺏김, ㅠㅠ 존나 노래도 잘 부르고 먹는 거 귀여워서 어떡함? 사기캐야 존나",비혐오
여자배구선수들 수고하셨어요 ㅠ정말 감동입니다,비혐오
씨발자고있는 니애미깨워서입갤시켜라 좆같은년아,혐오
ㄴ현재 본인 짤녀 가슴 쪽쪽빠는중,혐오
관심없다,비혐오
뷰루룻 잠지맨 ㄹㅇ 추한점..real,혐오
시발 물건 샀는데 뜯어보질못함 맨낳,혐오
닌텐도 삼국지에서 시작해서 스팀 삼국지를 하고 있는중인데 나름 할만함 그냥 재미진듯,비혐오
씨발개새끼들아입닥쳐라개씹새끼들아,혐오
대전 액션 게임이라고 생각하면 상당히 괜찮은 게임.,비혐오
노조 집회도 하니까 우리도 대면 집회한다고? 다른 사람들 도둑질하면 다른 사람들 하니 우리도 할래 라고 할래? 물론 민주노총도 비난 받아야 됨. 두 집단 모두 쓰레기.,혐오
낙태에는 죄책감을 가지도록 해서 신중하게 결정하게 해야죠....,비혐오
ㅈㄹ하네,혐오
4주후에 뵙겠습니다,비혐오
오늘비온다면서.....그러더니 이젠 말아 바뀌었네....내일 비오는거 확실하나....내알가면 모레 올것이라고 할거지...,비혐오
아파트매매가 10억넘어가면 와이프랑 포르쉐 파나메라 뽑기로했다 부동산에 물어봤더니 호가9억넘었단다 흐흐흐,비혐오
"이 가격에 질도 만족, 배송도 빨라요.마트에서 15,000~20,000원 하는 롤 휴지랑 비교하시는 분들은 양심이 없는 것 같구요. 회사에서 계속 이거 쓰고있고 6번째 주문해서 쓰고있답니다.",비혐오
금딸하는 새끼들 특,혐오
신라면은 최고의 라면이지!!  여태 안올리다 올린거고 밀가루랑 팜유가 올랐으니 오르는건 당연하지!!! 그리고  뭐?  오뚜기가 착한기업이래ㅋㅋㅋ미역은 중꿔산에 라면은 죄다 남의꺼 따라서 만든거고 싼척하면서 남들 5개씩 포장하는데 오뚜기 갯수는 4개!!! 울나라 주로 홀수 좋아하는데 !!!   4개!!! 넣고 싼척 오지고!!! 오뚜기는 돈되는 것들 다 갖다팔고 스스로 제대로 만드는 건  1도 없는 기업!!! 라면들은 죄다 베끼고 좀 팔린다 싶으면(취영루 만두) 갖다 파는  중국 마인드에 중국산 쓰레기 갖다 쓰는 짱깨기업임!!!!!,혐오
스윙스 솔직히 좆구렸음.real,혐오
씨발 토한걸 왜찍어올리녀고 드러운새키들아진짜,혐오
점점  더 독한 변형 코로나 바이러스가 나올것은  명확관화하다  선진국에서 백신 독점 더하면 할수록 후진국에서 접종 제대로 안될거고  변형 바이러스가  나오겠지 결론은  독감이  공존해도  타미플루 같은 치료제가 나와서  독감이 제어가  가능하다 코로나도 전세계적으로 동시에 제어나 통제가 불가능하니 결국 치료제가 시급하다  값싸고  광범위한 코로나 치료제만이  공포로부터  벗어난다  효과좋은  치료제학수고대한다,비혐오
개가 좌파 공산당 짱깨들보다 훨 착하고 똑똑하지개들은 반성은 할줄안다,혐오
개좆혁<<<<<<<이새끼,혐오
아니 금메달따서 좋은건 알겠고 무한 리플레이 너무 짜증난다. 어차피 그 시간에 보는 사람들은 이미 그 장면을 봤다. 근데 비인기 종목이라고 우리 선수를 중계안하고 그냥 넘겨버리는 행태 진짜 뭐냐?? 올림픽이 왜 올림픽이냐? 다양한경기 보고싶다,비혐오
솔직히 1회 챙겨보는거 처음임ㅠㅠ 아진짜 김소은 달달해서 너무 좋아'3'♡,비혐오
학교 다닐 때 열심히 안 살면 늙어서 벽에다가 낙서하는 추한 어른이 됩니다. 똥팔육을 반면교사로.,혐오
모든 병신이 돼지는 아니지만 돼지는 병신이 맞다,혐오
페미년들 거품물긋네 성적대상화라고,혐오
솔직히 너네 여사친 따먹고싶지?,혐오
삼성 응원합니다,비혐오
닮앗다고 쳐도 어차피 실물 저래 안생김ㅋㅋ,비혐오
ㄹㅇ 좆본 야동 레전드.,혐오
에혀 병신들 뒷좆목이 젤 좋은대,혐오
잠안와고생중인데 ㅠ 수면제아까먹었는데 아직까지효과두없네 잠안옴 수면과잉이라는단어는첨 봤는데 수면과잉되서라도 자연스럽게 졸려 푹자보고싶다 잠도잘못자신경많이예민해진거같다 애기낳은이후로두 스트레스받아 불면증재발됬나 둘째백일이후부터 지금21개월됬늣데 잠안와고생중,비혐오
그래 이해 간다. 콩나물도 비료나 다른 영양분을 따로 안주고 물만 계속 퍼부어 주면 날신하게 자라더라 카이 ? 그래서 말인데 황태도 삐쩍 날신해서 콩나물과 비슷하니께로 물만 퍼마신 것 같구마 ?,비혐오
이게 진정한 무한도전이다!,비혐오
디즈니 인면어보다 다들 나은듯,비혐오
주비 씹 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,혐오
귝규 씨발아 빨리 자라고 ,혐오
안먹으면 되지,비혐오
소름돋네 씨발 ㅋㅋ,혐오
디아크 떨어진듯,비혐오
여기는 성기 올려도 안짜름? ,혐오
심지어 아가리도 존나못털음ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,혐오
울갤에 고영욱같은 새끼들 존나많음 ㄹㅇ ,혐오
제혁내연녀 바텐더년은 스페셜에서도 잘림 .. 연기개못해,혐오
"헌신적인 문화를, 뭉가가 적당히 일하고 떼만 쓰는 귀족노조로 망가뜨리고 있으니... 돌만 던지던 운동권 똘아이들이 한순간에 나라망치고 있는 기가막힌 현실...",혐오
대부분의 사람들은 이 영화의 놀라운 완성도를 잘 모르고 있다,비혐오
와 여러번봐도 재밌다.,비혐오
난 딱 5시간 ㅇㅅㅇ,비혐오
씨발애미미친년인가때릴게따로있지개한테손을대네,혐오
아이디어 진짜 괜찮은거같은데 다듬고 제대로 만들고 서버잘만들어두면 유료여도 할듯,비혐오
분노하는 것은 좋아... 그런데 사실관계는 확인했나? 어떤 남자들이 숏컷을 비난했는데... 근거를 가지고 와봐,비혐오
근데 남자 요도구멍이랑 항문이랑 연결하면 무한수분인가? ,혐오
공시생 < 이새끼들은 왜 직업인척함?,혐오
!식량 부족 !굶음 !데이는 중 !회로 과부하 !도달할 수 없는 식품 !산소 발생량 부족 복제체가 죽었습니다.,비혐오
의경카투사동시지원 ㄱㄴ?,비혐오
다른 립틴트에 비해서 지속력도 좋고 색상 이뻐서 매일 가지고 다니면서 쓰고 있어요 추천 합니다 다른 색상 또 구매할 예정이에요,비혐오
대중들은 비와이가 선하다 그러는데 난 원슈타인이 선해보임,비혐오
여자는 머리 크면 진짜 좆같네,혐오
맞아도 걸리는걸 오ㅑ 맞을까? 게다가 물까지 섞어서 놨었는데...ㅋㅋ,비혐오
나 뒤끝쩌러 초딩새끼야 ,혐오
"점심부터 병신들 몸 비틀고 딸딸이 잘치노,, ",혐오
힘내라 해줘 ,비혐오
조이가좋아~~~레드벨벳중에서는 조이가 최고야~~,비혐오
노무현 시신 보고싶다 개추 ㄱㄱ,혐오
ㅋㅋ그래서?,비혐오
잘못한 것만 까야지 꼭 성희롱하는 찐따들이나 성형이니 몸매로 자격지심으로 까는 애들 보임ㅋㅋ,혐오
연기뿐만 아니라 연출 부분도 흠잡을 데 하나 없음,비혐오
"하,,,시바거 좆같다 개이새끼들아ㅏ*??? ",혐오
여자들중에 키 155 이런 난쟁이년들도 왜 180 따지는거냐 ,혐오
코음주ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,비혐오
이건 좀 아닌거같다,비혐오
